English,Part_of_Speech,Is_Cognate_EN_PT,Is_Cognate_EN_SP,Is_Cognate_PT_SP,Is_False_Cognate_EN_PT,Is_False_Cognate_EN_SP,Is_False_Cognate_PT_SP,Similar_Word_PT,Similar_Word_SP,Translation_PT,Translation_SP,Comments,Similar_No_Accents_PT,Similar_No_Accents_SP,SOLAR_PT_EN,SOLAR_SP_EN,SOLAR_PT_SP,total_freq,freq_per_million.x,wl,coca_total_freq,coca_freq_per_million,freq,PT_freq_per_million,SP_freq_per_million,OLD20
manner,noun,yes,yes,yes,no,no,no,maneira,manera,maneira,manera,NA,maneira,manera,0.64,0.68,0.83,5930,66.07937664215052,6,17962,43.30573981537337,193653,222.30419154930266,242.5,1.75
hospital,noun,yes,yes,yes,no,no,no,hospital,hospital,hospital,hospital,NA,hospital,hospital,1,1,1,14100,157.11959707492787,8,48693,117.39708210833847,65376,75.04845691379535,45.71428571,3.15
gas,noun,yes,yes,yes,no,no,no,gás,gas,gás,gas,NA,gas,gas,1,1,1,6649,74.09136176958832,3,36870,88.8922518089754,32192,36.95484466729228,33.21428571,1.3
independence,noun,yes,yes,yes,no,no,no,independência,independencia,independência,independencia,NA,independencia,independencia,0.8,0.8,1,4358,48.56221305337132,12,15850,38.213783324444265,26979,30.970575120491997,NA,4.05
metal,noun,yes,yes,yes,no,no,no,metal,metal,metal,metal,NA,metal,metal,1,1,1,4298,47.893619023265245,5,21587,52.04548521291977,20012,22.972799188675857,18.39285714,1.75
ideal,noun/adjective,yes,yes,yes,no,no,no,ideal,ideal,ideal,ideal,NA,ideal,ideal,1,1,1,5372,59.861452162164014,5,14433,34.79744698559647,55833,64.09355871983504,43.39285714,1.8
motor,noun,yes,yes,yes,no,no,no,motor,motor,motor,motor,NA,motor,motor,1,1,1,4462,49.721109372221854,5,135,0.325480173425866,28469,32.68102239168564,33.21428571,1.85
minute,noun,yes,yes,yes,no,no,no,minuto,minuto,minuto,minuto,NA,minuto,minuto,0.75,0.75,1,6680,74.43680201847646,6,33219,80.08982134099142,16261,18.666834279785032,34.28571429,2
intelligence,noun,yes,yes,yes,no,no,no,inteligência,inteligencia,inteligência,inteligencia,NA,inteligencia,inteligencia,0.69,0.69,1,3437,38.29929469124305,12,28255,68.12179481590995,25080,28.790615813111657,58.92857143,4.3
identification,noun,yes,yes,yes,no,no,no,identificação,identificación,identificação,identicación,NA,identificacao,identificacion,0.8,0.94,0.87,2157,24.035955382313432,14,NA,NA,74932,86.01827847320902,NA,4.4
identification,noun,yes,yes,yes,no,no,no,identificação,identificación,identificação,identicación,NA,identificacao,identificacion,0.8,0.94,0.87,2157,24.035955382313432,14,NA,NA,74932,86.01827847320902,NA,3.65
magic,noun,yes,yes,yes,no,no,no,mágico,mágico,mágico,mágico,NA,magico,magico,0.75,0.75,1,3050,33.98686319705887,5,16676,40.205239792961045,4567,5.2426930788867985,16.78571429,1.9
lesson,noun,yes,yes,yes,no,no,no,lição,lección,lição,lección,NA,licao,leccion,0.43,0.61,0.57,1995,22.23075150102703,6,15366,37.04687662860635,9521,10.929643267808455,22.85714286,2
mate,noun,no,no,no,yes,yes,yes,mate,mate,companheiro,compañero,NA,mate,mate,1,1,1,1406,15.66738677215238,4,NA,NA,2186,2.509421298543145,11.07142857,1
inspection,noun,yes,yes,yes,no,no,no,inspeção,inspección,inspeção,inspección,NA,inspecao,inspeccion,0.77,0.92,0.77,1884,20.99385254533079,10,NA,NA,9834,11.28895198987799,8.035714286,2.6
lemon,noun,yes,yes,yes,no,no,no,limão,limón,limão,limón,NA,limao,limon,0.53,0.86,0.68,1107,12.335559855457102,5,9,0.021698678228391065,2834,3.253293668834068,6.607142857,1.85
horror,noun,yes,yes,yes,no,no,no,horror,horror,horror,horror,NA,horror,horror,1,1,1,2047,22.810199660452295,6,7596,18.313684424762062,5895,6.767172257507704,29.82142857,2.35
invasion,noun,yes,yes,yes,no,no,no,invasão,invasión,invasão,invasión,NA,invasao,invasion,0.78,1,0.78,1884,20.99385254533079,8,NA,NA,20454,23.480193614090343,21.25,2.6
map,noun,yes,yes,yes,no,no,no,mapa,mapa,mapa,mapa,NA,mapa,mapa,0.67,0.67,1,3986,44.416930066713654,3,17650,42.55351897012248,19871,22.810938071066257,22.32142857,1
mania,noun,yes,yes,yes,no,no,no,mania ,manía,mania,manía,NA,mania ,mania,1,1,NA,178,1.9834956226480254,5,NA,NA,NA,NA,12.5,1.7
manual,noun,yes,yes,yes,no,no,no,manual,manual,manual,manual,NA,manual,manual,1,1,1,2247,25.03884642747255,6,4086,9.851199915689545,26814,30.781163174353107,12.85714286,1.9
menu,noun/adjective,no,yes,no,yes,no,no,menu,menú,cardápio,menú,NA,menu,menu,1,1,NA,1461,16.28026463308295,4,4,0.00964385699039603,4993,5.731720285281758,5.892857143,1.85
maestro,noun,no,no,yes,no,no,yes,maestro,maestro,maestro,conductor,NA,maestro,maestro,NA,NA,1,141,1.5711959707492786,7,674,1.624989902881731,4851,5.568711216483439,41.78571429,3
helicopter,noun,yes,yes,yes,no,no,no,helicóptero,helicóptero,helicóptero,helicóptero,NA,helicoptero,helicoptero,0.85,0.85,1,1032,11.499817317824506,10,NA,NA,4474,5.1359336183357875,5.714285714,4.75
melon,noun,yes,yes,yes,no,no,no,melão,melón,melão,melón,NA,melao,melon,0.68,1,0.68,197,2.19521706551495,5,9,0.021698678228391065,3164,3.632117561111853,3.214285714,1.95
society,noun,yes,yes,yes,no,no,no,sociedade,sociedad,sociedade,sociedad,NA,sociedade,sociedad,0.55,0.6,0.82,22917,255.36948979901572,7,133,0.32065824493066797,326605,374.92659799207865,222.6785714,2.65
cores,noun,no,no,no,yes,no,no,cores,colores,núcleos,núcleos,NA,cores,colores,1,NA,NA,203,2.262076468525557,5,858,2.0686073244399483,28077,32.231025525707174,NA,1
dent,noun/verb,no,no,no,yes,yes,no,dente,diente,mossa,abolladura,NA,dente,diente,0.71,0.59,NA,324,3.6104077625728106,4,1675,4.038365114728337,11051,12.686008586550912,6.964285714,1.25
assume,verb,no,no,yes,yes,yes,no,assumir,asumir,supor,suponer,but it is a true cognate in the sense of assume a role/office,assumir,asumir,0.67,0.59,0.86,3784,42.16599683202319,6,6,0.014465785485594044,37291,42.80824777857842,21.07142857,2.4
pull,verb,no,no,no,yes,yes,no,pular,pull,puxar,tirar,pull in spanish is a sweater,pular,pull,0.57,1,NA,3732,41.58654867259793,4,15997,38.56819506884132,2574,2.9548263597667224,NA,1.3
collar,noun,no,no,yes,yes,no,no,collar,collar,gola,collar,but there are also true cognates colarinho and coleira in PT,collar,collar,1,NA,1,1316,14.664495726993268,6,30,0.07232892742797022,128,0.14693775215623173,6.25,1.85
army,noun,no,no,yes,yes,yes,no,arma,arma,exército,ejército,NA,arma,arma,0.67,0.67,1,10962,122.15212930038008,4,28950,69.79741496799126,21924,25.167681861509564,34.82142857,1.8
eventually,noun,no,no,yes,yes,yes,no,eventualmente,eventualmente,finalmente,finalmente,NA,eventualmente,eventualmente,0.6,0.6,1,8529,95.0406413795787,10,36109,87.05750801655256,13993,16.063280983766802,NA,3.5
large,noun,no,no,yes,yes,yes,no,largo,largo,grande,grande,NA,largo,largo,0.71,0.71,1,32569,362.92398277541315,5,116954,281.9719126136943,11050,12.684860635362192,136.7857143,1.85
rim,noun,no,no,no,yes,no,no,rim,rima,beira,borde,NA,rim,rima,1,NA,NA,618,6.886518510092582,3,32,0.07715085592316824,4130,4.741038409415914,1.785714286,1.1
resume,verb,no,no,yes,yes,yes,no,resumir,resumir,retomar,continuar,NA,resumir,resumir,0.67,0.67,1,712,7.9339824905921015,6,NA,NA,2637,3.027147284656118,5,1.9
sensual,adjective,yes,yes,yes,no,no,no,sensual,sensual,sensual,sensual,NA,sensual,sensual,1,1,1,345,3.8444156731099373,7,NA,NA,1668,1.9147825827858944,5,2.9
amass,verb,no,no,yes,yes,yes,no,amassar,amasar,acumular,acumular,spanish amasar can also be a true cognate,amassar,amasar,0.67,0.62,0.83,52,0.579448159425266,5,69,0.1663565330843315,187,0.2146668722907448,0.892857143,1.9
pretend,verb,no,no,yes,yes,yes,no,pretender,pretender,fingir,fingir,NA,pretender,pretender,0.73,0.73,1,1162,12.948437716387673,7,NA,NA,3875,4.448310856292171,10.17857143,2.45
support,verb,yes,no,yes,yes,yes,no,suporte,soporte,apoiar,apoyar,NA,suporte,soporte,0.72,0.64,0.89,27780,309.5590359391132,7,118170,284.9036451387747,44987,51.64288012697185,11.96428571,2.4
record,verb,no,no,yes,yes,yes,no,recorde ,récord,registrar,registrar,NA,recorde ,record,0.78,1,NA,13886,154.7349450342162,6,53020,127.82932440769937,NA,NA,11.96428571,1.9
assist,verb,no,no,yes,yes,yes,no,assistir,asistir,ajudar,ayudar,NA,assistir,asistir,0.7,0.64,0.87,2426,27.03348528395567,6,1326,3.196938592316284,16403,18.829843348583353,20.89285714,2.25
parents,noun,no,yes,yes,yes,no,no,parente,pariente,pais,los padres,NA,parente,pariente,0.78,0.62,0.91,15188,169.24343548751804,7,104069,250.9066382833811,4670,5.360932051325017,11.07142857,1.9
legend,adjective,no,yes,no,yes,no,yes,legenda,leyenda,lenda,leyenda,NA,legenda,leyenda,0.78,0.67,0.89,1229,13.695034383339458,6,10,0.024109642475990074,6095,6.996762495251816,24.28571429,2.55
mayor,noun,no,no,no,yes,yes,no,maior,mayor,prefeito,alcalde,NA,maior,mayor,0.86,1,NA,1784,19.87952916182066,5,15908,38.35361925080501,763633,876.6134100962477,398.9285714,1.85
library,noun,no,no,yes,yes,yes,no,livraria,librería,biblioteca,biblioteca,NA,livraria,libreria,0.6,0.61,0.8,7805,86.97294008296538,7,15141,36.50440967289657,3736,4.2887456410600135,5.892857143,2.9
comment,verb,yes,yes,yes,no,no,no,comentar,comentar,comentar ,comentar,NA,comentar,comentar,0.65,0.65,1,4537,50.55685190985445,7,12116,29.211242823909572,13731,15.762517772322015,16.42857143,2
complete,adjective,yes,yes,yes,no,no,no,completo,completo,completo,completo,NA,completo,completo,0.8,0.8,1,12188,135.81373398221425,8,38070,91.7854089060942,53788,61.7459985389015,28.92857143,2.3
diversion,noun,no,no,no,yes,yes,yes,diversão,diversión,desvio,desviación ,NA,diversao,diversion,0.8,1,0.8,536,5.972773335614279,9,NA,NA,5451,6.257481929715775,11.07142857,2.45
imagine,verb,yes,yes,yes,no,no,no,imaginar,imaginar,imaginar,imaginar,NA,imaginar,imaginar,0.7,0.7,1,5106,56.89735196202707,7,20948,50.504879058704006,13789,15.829098941267807,41.25,2.5
consult,verb,yes,yes,yes,no,no,no,consulta,consulta,consultar,consultar,NA,consulta,consulta,0.8,0.8,1,1142,12.725573039685646,7,1281,3.0884452011743284,29128,33.43752222505249,21.42857143,2.35
amplify,verb,yes,yes,yes,no,no,no,amplificar,amplificar,amplificar,amplificar,NA,amplificar,amplificar,0.58,0.58,1,101,1.125466617345228,7,135,0.325480173425866,573,0.6577760311368811,0.714285714,2.9
simplify,verb,yes,yes,yes,no,no,no,simplificar,simplificar,simplificar ,simplificar,NA,simplificar,simplificar,0.62,0.62,1,321,3.576978061067507,8,NA,NA,2732,3.136202647584571,1.785714286,2.9
celebrate,verb,yes,yes,yes,no,no,no,celebrar,celebrar,celebrar,celebrar,NA,celebrar,celebrar,0.8,0.8,1,1348,15.021079209716506,9,NA,NA,3508,4.0270127700317255,16.60714286,2.45
divert,verb,no,no,yes,yes,yes,no,divertir,divertir,desviar,desviar,NA,divertir,divertir,0.7,0.7,1,385,4.290145026513987,6,1261,3.040225916222348,2824,3.241814156946863,2.321428571,1.85
possible,adjective,yes,yes,yes,no,no,no,possível,posible,possível,posible,NA,possivel,posible,0.75,0.94,0.6,32653,363.8600144175617,8,135,0.325480173425866,299152,343.4118940081331,301.7857143,2.95
dependable,adjective,no,no,yes,yes,yes,no,dependente,dependiente,confiável,confiable,NA,dependente,dependiente,0.67,0.64,0.91,134,1.4931933339035697,10,18,0.04339735645678213,21626,24.82559240727084,8.571428571,3.25
curse,noun,no,no,yes,yes,yes,no,curso,curso,maldição ,maldición ,NA,curso,curso,0.71,0.71,1,517,5.761051892747355,5,2488,5.99847904802633,203319,233.40028773947563,49.10714286,1.6
motivated,adjective,yes,yes,yes,no,no,no,motivado,motivado,motivado,motivado,NA,motivado,motivado,0.73,0.73,1,911,10.151486023777254,9,1656,3.9925567940239564,4477,5.139377471901949,NA,2.65
dairy,noun,no,no,no,yes,yes,yes,diário,diario,laticínios,lechería,NA,diario,diario,0.56,0.56,1,897,9.995480750085836,5,12,0.02893157097118809,24094,27.658735941033182,72.14285714,1.75
associated,adjective,yes,yes,yes,no,no,no,associado,asociado,associado,asociado,NA,associado,asociado,0.75,0.67,0.88,9025,100.56768536178893,10,27647,66.65592855336976,42190,48.43206065212045,8.571428571,3.2
costume,noun,no,no,no,yes,yes,yes,costume,costumbre,fantasia ,disfraz,NA,costume,costumbre,1,0.75,0.92,624,6.953377913103191,7,NA,NA,7464,8.568307672610262,42.5,2.55
convict,noun,no,yes,no,yes,no,yes,convicto,convicto,condenado,convicto,NA,convicto,convicto,0.8,0.8,1,250,2.7858084587753167,7,139,0.335124030416262,1622,1.8619768281047488,1.071428571,2.35
contest,noun,no,no,yes,yes,yes,no,contestar,contestar,concurso,concurso,NA,contestar,contestar,0.73,0.73,1,1677,18.687203141464824,7,8479,20.442565855391983,3277,3.7618360454372763,17.14285714,1.8
confident,adjective,no,yes,no,yes,no,yes,confidente,confidente,confiante,confidente,NA,confidente,confidente,0.83,0.83,1,3015,33.59685001283032,9,11404,27.49463627961908,413,0.47410384094159147,4.821428571,2.45
sensibility,noun,yes,yes,yes,no,no,no,sensibilidade,sensibilidad,sensibilidade,sensibilidad,NA,sensibilidade,sensibilidad,0.67,0.71,0.87,270,3.008673135477342,11,1855,4.472338679296159,45030,51.69224202808683,32.5,3.45
system,noun,yes,yes,yes,no,no,no,sistema,sistema,sistema,sistema,NA,sistema,sistema,0.67,0.67,1,42710,475.92751709717515,6,6,0.014465785485594044,490624,563.2124040148362,250.1785714,2.7
college,noun,no,yes,yes,yes,no,no,colégio,colegio,faculdade,colegio,NA,colegio,colegio,0.61,0.61,1,9487,105.71585939360573,7,NA,NA,14057,16.13674985984492,56.78571429,2.3
camp,noun,no,no,yes,yes,yes,no,campo,campo,acampamento,campamento,NA,campo,campo,0.71,0.71,1,3291,36.672382551318265,4,29674,71.54295308325295,230551,264.6612945107139,184.6428571,1.2
pacific,adjective,yes,yes,yes,no,no,no,pacífico,pacífico,pacífico,pacífico,NA,pacifico,pacifico,0.8,0.8,1,2763,30.7887550863848,7,16099,38.81411342209642,2415,2.7723021207601533,12.5,2.7
bond,noun,no,no,no,yes,yes,yes,bonde,bondad,elo,enlace,NA,bonde,bondad,0.71,0.75,0.71,2832,31.557638221006787,4,11,0.02652060672358908,1991,2.285570816742636,14.82142857,1.35
available,noun,no,no,yes,yes,yes,no,avaliável,avalado,disponível ,disponible,NA,avaliavel,avalado,0.72,0.61,0.52,26106,290.90526249915365,9,65912,158.91147548774578,78,0.08954019272020372,NA,3.15
responsible,adjective,yes,yes,yes,no,no,no,responsável,responsable,responsável,responsble,NA,responsavel,responsable,0.73,0.92,0.8,8965,99.89909133168285,11,28738,69.28629054750027,109139,125.28624478577322,63.03571429,3.55
attend,verb,no,no,yes,yes,yes,no,atender,atender,assistir,asistir,NA,atender,atender,0.64,0.64,1,3400,37.886995039344306,6,NA,NA,63702,73.12678662387714,16.96428571,1.95
basic,adjective,yes,yes,yes,no,no,no,básico,básico,básico,básico,NA,basico,basico,0.75,0.75,1,10693,119.15459939873784,5,36332,87.59515304376714,35620,40.89002134222636,15.53571429,1.8
vehicle,noun,yes,yes,yes,no,no,no,veículo,vehículo,veículo,vehículo,NA,veiculo,vehiculo,0.61,0.67,0.94,3939,43.89319807646389,7,17249,41.58672230683528,29042,33.33879842282252,29.64285714,2.75
red,adjective,no,no,yes,yes,yes,no,rede,red,vermelho,rojo,NA,rede,red,0.67,1,0.67,13711,152.7848791130735,3,69412,167.3498503543423,152977,175.6101289969052,43.03571429,1.1
letter,noun,no,no,yes,yes,yes,no,letra,letra,carta,carta,But letter in the sense of letter of the alphabet is a true cognate,letra,letra,0.61,0.61,1,12231,136.29289303712358,6,35970,86.7223839861363,21625,24.82444445608212,31.07142857,1.65
anthem,noun,no,no,yes,yes,yes,no,antena,antena,hino,himno,NA,antena,antena,0.59,0.59,1,255,2.841524627950823,6,9,0.02169867822839107,2918,3.3497215686865953,31.78571429,2.6
scholar,noun,no,no,no,yes,yes,no,escolar,escolar,estudioso,erudito,NA,escolar,escolar,0.72,0.72,NA,695,7.7445475153953804,7,6,0.014465785485594044,106163,121.86994204814086,10.53571429,2.75
retired,noun,no,yes,no,yes,no,yes,retirar,retirado,aposentado ,retirado,NA,retirar,retirado,0.67,0.7,0.78,2626,29.26213205097593,7,8339,20.105030860728125,17308,19.86873917437546,10.53571429,1.85
novel,noun,no,yes,no,yes,no,yes,novela,novela,romance,novela,NA,novela,novela,0.75,0.75,1,4031,44.918375589293206,5,17174,41.405899988265354,19374,22.240406330272137,90.17857143,1.8
medicine,noun,no,yes,yes,yes,no,yes,medicina,medicina,remédio,medicina,NA,medicina,medicina,0.8,0.8,1,2621,29.206415881800417,8,24373,58.76243160673061,36323,41.69703102789692,43.39285714,2.75
lunch,noun,no,no,yes,yes,yes,no,lanche,lancha,almoço,almuerzo,NA,lanche,lancha,0.62,0.62,0.75,4669,52.027758776087815,5,22678,54.67584720705029,2070,2.37625896065156,1.964285714,1.65
net,noun,no,no,yes,yes,yes,no,neto,neto,rede,red,NA,neto,neto,0.67,0.67,1,6367,70.94896982808976,3,17394,41.936312122737135,4031,4.627391241732579,1.964285714,1.05
drug,noun,yes,yes,yes,no,no,no,droga,droga,droga,droga,NA,droga,droga,0.57,0.57,1,4825,53.766103254363614,4,54467,131.31798967397512,24527,28.155798805749185,37.32142857,1.7
junk,noun,no,no,yes,yes,yes,no,junco,junco,tranqueira,basura,NA,junco,junco,0.57,0.57,1,583,6.496505325864039,4,38,0.09161664140876229,204,0.23418204249899433,1.785714286,1.5
policy,noun,no,no,yes,yes,yes,no,polícia,policía,política,política,NA,policia,policia,0.67,0.67,1,23659,263.6377693046608,6,275,0.663015168089727,93227,107.02004547085168,120.3571429,2.45
notice,verb,no,no,yes,yes,yes,no,notícia,noticia,aviso,aviso,NA,noticia,noticia,0.67,0.67,1,8338,92.91228371707436,6,7125,17.178120264142926,26363,30.263437188240133,71.78571429,1.9
pasta,noun,no,yes,no,yes,no,yes,pasta,pasta,macarrão,pasta,NA,pasta,pasta,1,1,1,524,5.8390545295930645,5,NA,NA,12322,14.145054547414745,16.96428571,1.85
maul,verb,no,no,no,yes,yes,yes,mau,maula,atacar,atacar,NA,mau,maula,0.8,0.71,0.8,82,0.913745174478304,4,60,0.14465785485594043,16766,19.246549630088914,0.178571429,1.7
dogma,noun,yes,yes,yes,no,no,no,dogma,dogma,dogma,dogma,NA,dogma,dogma,1,1,1,244,2.718949055764709,5,NA,NA,1828,2.0984547729811847,3.928571429,2
prejudice,noun,no,yes,no,yes,no,yes,prejuizo,prejuicio,preconceito,prejuicio,NA,prejuizo,prejuicio,0.67,0.68,0.87,1270,14.15190697057861,9,143,0.34476788740665804,198,0.22729433536667096,3.214285714,3.25
office,noun,no,yes,no,yes,no,yes,ofício,oficio,escritório,oficina,NA,oficio,oficio,0.59,0.59,1,23941,266.7801612461594,6,106903,257.7393109610767,16483,18.921679443680997,39.46428571,2.5
flange,noun,yes,no,no,no,no,no,flange,flanco,flange,pestaña,NA,flange,flanco,1,NA,NA,29,0.3231537812179367,6,NA,NA,72,0.08265248558788035,3.214285714,2
flank,noun,yes,yes,yes,no,no,no,flanco,flanco,flanco,flanco,NA,flanco,flanco,0.62,0.62,1,417,4.646728509237228,5,20,0.04821928495198015,1126,1.292593038499351,3.214285714,1.55
trace,verb,yes,yes,yes,no,no,no,traçar,trazar,traçar,trazar,NA,tracar,trazar,0.62,0.5,0.88,2166,24.136244486829344,5,4131,9.9596933068315,8127,9.329399310731995,5.714285714,1.45
inhabitable,adjective,no,no,yes,yes,yes,no,inabitável,inhabitado,habitável,habitable,NA,inabitavel,inhabitado,0.74,0.75,0.62,2,0.022286467670202533,11,39,0.09402760565636128,98,0.11249921649461492,NA,3.15
journal,noun,no,no,yes,yes,yes,no,jornal,jornal,diário,diário,NA,jornal,jornal,0.93,0.93,1,2342,26.097453641807167,7,13191,31.803029390078507,82311,94.48901029477804,2.321428571,2.8
exquisite,adjective,no,yes,no,yes,no,yes,esquisito,exquisito,requintado,exquisito,NA,esquisito,exquisito,0.64,0.82,0.91,543,6.050775972459988,9,NA,NA,1320,1.5152955691111396,7.142857143,3.65
push,verb,no,no,yes,yes,yes,no,puxar,puso,empurrar,empujar,NA,puxar,puso,0.43,0.67,0.43,3074,34.254300809101295,4,11597,27.95995237940569,2374,2.7252361220226105,NA,1.35
fill,verb,no,no,no,yes,yes,no,fila,fila,preencher,llenar,NA,fila,fila,0.67,0.67,1,3389,37.76441946715819,4,12313,29.68620278068658,11850,13.60322158633864,18.21428571,1.05
condiment,noun,yes,yes,yes,no,no,no,condimento,condimento,condimento ,condimento,aderezo may be more common in SP,condimento,condimento,0.83,0.83,1,16,0.17829174136162027,9,225,0.5424669557097767,208,0.23877384725387657,1.25,2.8
augment,verb,yes,yes,yes,no,no,no,aumentar,aumentar,aumento ,aumento,NA,aumentar,aumentar,0.65,0.65,1,153,1.7049147767704937,7,NA,NA,67640,77.64741840505872,27.5,2.5
brink,noun,no,no,no,yes,yes,yes,brinco,brinco,beira,borde,NA,brinco,brinco,0.62,0.62,1,412,4.591012340061723,5,2381,5.740505873533237,920,1.0561150936229156,2.142857143,1.65
cup,noun,no,yes,no,Yes,No,Yes,copa,copa,taça ,copa,It's a true cognate in the football cup sense,copa,copa,0.5,0.5,1,11098,123.66760910195386,3,49925,120.36739006138045,5020,5.762714967377213,48.03571429,1.4
project,noun,yes,yes,yes,no,no,no,projeto,proyecto,projeto ,proyecto,NA,projeto,proyecto,0.75,0.7,0.83,14317,159.53767881714484,7,55039,132.69706122360176,339965,390.26322587338535,106.25,2.45
embarrassed,adjective,no,no,no,yes,yes,yes,embaraçada,embarazada,envergonhada,avergonzada,NA,embaracada,embarazada,0.58,0.58,0.92,1364,15.199370951078128,11,NA,NA,92,0.10561150936229155,11.42857143,4.45
preference,noun,yes,yes,yes,no,no,no,preferência,preferencia,preferência,preferencia,NA,preferencia,preferencia,0.77,0.77,1,2065,23.010777869484116,10,7,0.01687674973319305,27880,32.00487914152922,9.107142857,2.75
date,noun,yes,no,no,yes,yes,yes,data,dato,data ,fecha,NA,data,dato,0.67,0.67,0.67,15402,171.6280875282297,4,28270,68.15795927962394,92852,106.58956377508147,28.57142857,1
gaffe,noun,yes,no,no,no,Yes,no,gafe,gafa,gafe,estupidez,NA,gafe,gafa,0.95,0.67,NA,40,0.4457293534040506,5,NA,NA,461,0.5292054980001784,0.357142857,NA
gracious,adjective,yes,no,no,no,yes,yes,gracioso,gracioso,gracioso,indulgente,NA,gracioso,gracioso,0.77,0.77,1,350,3.9001318422854436,8,NA,NA,302,0.34668125899360924,8.928571429,2.6
panel,noun,yes,yes,yes,no,no,no,painel,panel,painel,panel,NA,painel,panel,0.81,1,0.81,3277,36.51637727762685,5,18160,43.78311073639797,13031,14.958951940217624,1.964285714,1.85
priority,noun,yes,yes,yes,no,no,no,prioridade,prioridad,prioridade,prioridad,NA,prioridade,prioridad,0.58,0.64,0.83,3141,35.00089747605308,8,NA,NA,26964,30.953355852661186,6.964285714,2.95
integral,adjective,no,no,yes,yes,yes,no,integral,integral,vital,vital,NA,integral,integral,1,1,1,1186,13.215875328430101,8,4102,9.889775343651129,33472,38.4242221888546,4.821428571,2.75
vital,adjective,yes,yes,yes,no,no,no,vital,vital,vital,vital,NA,vital,vital,1,1,1,4926,54.891569871708846,5,11294,27.22943021238319,13322,15.293005736135305,28.57142857,1.9
fatal,adjective,yes,yes,yes,no,no,no,fatal,fatal,fatal,fatal,NA,fatal,fatal,1,1,1,1340,14.931933339035696,5,NA,NA,6366,7.307857267395088,21.60714286,1.95
card,noun,yes,no,no,no,yes,yes,cartão,cartón,cartão,tarjeta,NA,cartao,carton,0.5,0.5,0.72,4755,52.98607688590653,4,27219,65.62403585539738,17256,19.80904571256199,10.53571429,1.15
vista,noun,yes,yes,yes,no,no,no,vista,vista,vista,vista,NA,vista,vista,1,1,1,155,1.7272012444406961,5,3147,7.587304487194077,182477,209.4746890641617,155.3571429,1.9
scenario,noun,yes,yes,yes,no,no,no,cenário,escenario,cenário,escenario,NA,cenario,escenario,0.89,0.82,0.89,627,6.9868076146084945,8,8540,20.589634674495525,53749,61.7012284425414,46.60714286,3.65
stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15246,169.88974304995392,5,39246,94.62070286127064,77635,89.12119053632071,NA,1.45
